input,name,quantity,unit,preparation,comment
"1/2 cup dried anchovies or silverfish (ikan bilis), heads removed",dried anchovies,0.5,cup,head removed,or silverfish (ikan bilis)
"4 stalks lemongrass, chopped",lemongrass,4,stalk,chopped,
1 1/2 cups chicken stock,chicken stock,1.5,cup,,
"3/4 cup unsalted roasted peanuts, skin on",unsalted peanuts,0.75,cup,roasted,skin on
1 tablespoon sugar,sugar,1,tablespoon,,
1/2 teaspoon salt,salt,0.5,teaspoon,,
"1 shallot, finely sliced",shallot,1,,finely sliced,
"4 dried red chilies, soaked in water for 10 minutes",dried red chilies,4,,,soaked in water for 10 minutes
"36 littleneck clams, well scrubbed",littleneck clams,36,,well scrubbed,
"8 cloves garlic, peeled and thinly sliced",garlic,8,clove,peeled and thinly sliced,
1/2 cup extra virgin olive oil,extra virgin olive oil,0.5,cup,,
"1 pound spaghetti, linguine or other pasta","spaghetti, linguine or other pasta",1,pound,,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
1/4 cup parsley leaves,parsley leaves,0.25,cup,,
1/4 cup mixed green and purple basil leaves,mixed green and purple basil leaves,0.25,cup,,
1/4 cup extra virgin olive oil,extra virgin olive oil,0.25,cup,,
Sprig of parsley,parsley,,sprig,,of
2 tablespoons lemon juice,lemon juice,2,tablespoon,,
1/4 cup white wine,white wine,0.25,cup,,
"1 shallot, peeled and chopped",shallot,1,,peeled and chopped,
"2 cloves garlic, peeled and chopped",garlic,2,clove,peeled and chopped,
"24 littleneck clams, well scrubbed",littleneck clams,24,,well scrubbed,
1 orange or yellow tomato,orange or yellow tomato,1,,,
1 red tomato,tomato,1,,,red
3/4 cup flour,flour,0.75,cup,,
1 cup dried bread crumbs,dried bread crumbs,1,cup,,
1 teaspoon dried thyme,dried thyme,1,teaspoon,,
Pinch cayenne pepper,cayenne pepper,,pinch,,
Vegetable oil for frying,Vegetable oil,,,,for frying
1/2 cup hazelnuts,hazelnuts,0.5,cup,,
4 tablespoons unsalted butter,unsalted butter,4,tablespoon,,
1 tablespoon vegetable oil,vegetable oil,1,tablespoon,,
"1 1/2 pounds veal scaloppine, pounded very thin",veal scaloppine,1.5,pound,pounded very thin,
1 cup flour,flour,1,cup,,
2/3 cup dry white wine,dry white wine,0.667,cup,,
Kosher salt and freshly ground black pepper,kosher salt and freshly ground black pepper,,,, 
1 tablespoon balsamic vinegar,balsamic vinegar,1,tablespoon,,
3 tablespoons vegetable oil,vegetable oil,3,tablespoon,,
"4 slices turkey breast, cut about 1/4-inch thick",turkey breast,4,slice,cut about 0.25-inch thick,
Kosher salt and freshly ground black pepper,kosher salt and freshly ground black pepper,,,, 
1/2 cup flour,flour,0.5,cup,,
1 tablespoon unsalted butter,unsalted butter,1,tablespoon,,
"2 apples, peeled, cored and cut into 1/4-inch-thick slices",apples,2,,"peeled, cored and cut into 0.25-inch-thick slice",
"1 shallot, minced",shallot,1,,minced,
5 tablespoons heavy cream,heavy cream,5,tablespoon,,
1 tablespoon tamari,tamari,1,tablespoon,,
3/4 teaspoon cider vinegar,cider vinegar,0.75,teaspoon,,
1 tablespoon chopped fresh sage,fresh sage,1,tablespoon,chopped ,
4 slices thinly sliced prosciutto,prosciutto,4,slice,thinly sliced,
"16 basil leaves, thinly sliced",basil leaves,16,,thinly sliced,
"2 large eggs, lightly beaten",eggs,2,large,lightly beaten,
"10 dried apricot halves, thinly sliced",dried apricot halves,10,,thinly sliced,
1/4 cup chopped black olives,black olives,0.25,cup,chopped,
4 pieces thinly sliced fontina or other mild white cheese (about 4 ounces),fontina cheese,4 4,piece ounce,thinly sliced ,or other mild white (about)
Kosher salt and freshly ground black pepper,kosher salt and freshly ground black pepper,,,, 
"1 anchovy fillet, finely minced",anchovy fillet,1,,finely minced,
8 pieces thinly sliced braciola steak (about 1 1/2 pounds),braciola steak,8 1.5,piece pound,thinly sliced ,(about)
"1 head fennel, trimmed, quartered and thinly sliced",fennel,1,head,"trimmed, quartered and thinly sliced",
1/2 cup white wine,white wine,0.5,cup,,
"1 red bell pepper, seeded and cut into thin strips",red bell pepper,1,,seeded and cut into thin strip,
1 tablespoon olive oil,olive oil,1,tablespoon,,
"1 clove garlic, minced",garlic,1,clove,minced,
1/4 teaspoon ground black pepper,ground black pepper,0.25,teaspoon,,
1/2 teaspoon kosher salt,kosher salt,0.5,teaspoon,,
1/4 cup olive oil,olive oil,0.25,cup,,
"1 clove garlic, minced",garlic,1,clove,minced,
2 teaspoons lemon juice,lemon juice,2,teaspoon,,
2 teaspoons chopped rosemary,rosemary,2,teaspoon,chopped,
2 whole chicken breasts (about 1 1/2 pounds),whole chicken breasts,2 1.5,pound,,(about)
1/2 ounce Cointreau or triple sec,Cointreau or triple sec,0.5,ounce,,
Juice of 1 lime wedge,lime,1,wedge,,Juice of
4 ounces blood orange juice,blood orange juice,4,ounce,,
"Wedges of orange, lime and tangerine, as a garnish","orange, lime and tangerine",,,,"Wedges of, as a garnish"
Freshly ground black pepper,black pepper,,,freshly ground ,
1 ounce dark (or gold) rum,dark rum,1,ounce,,(or gold)
1 ounce white rum,white rum,1,ounce,,
1 teaspoon lemon juice,lemon juice,1,teaspoon,,
1 teaspoon olive oil,olive oil,1,teaspoon,,
1/4 teaspoon hot pepper flakes,hot pepper flakes,0.25,teaspoon,,
1/2 cup dry white wine,dry white wine,0.5,cup,,
2 cups crushed no-salt-added tomatoes,crushed no-salt-added tomatoes,2,cup,,
2 tablespoons no-salt-added tomato paste,no-salt-added tomato paste,2,tablespoon,,
8 ounces fresh tuna,fresh tuna,8,ounce,,
2 cups frozen peas,frozen peas,2,cup,,
1 8-ounce fennal bulb,fennal,1 8,bulb ounce,,
"1/2 ounce freshly cut Parmigiano Reggiano, about 2 heaping tablespoons",Parmigiano Reggiano,0.5,ounce,,"freshly cut, about 2 heaping tablespoon"
2 teaspoons olive oil,olive oil,2,teaspoon,,
1 large clove garlic,garlic,1,large clove,,
1/3 cup fresh basil leaves,fresh basil leaves,0.333,cup,,
"1 fresh red jalapeno chili, sliced lengthwise",fresh red jalapeno chili,1,,sliced lengthwise,
8 ounces penne,penne,8,ounce,,
1 teaspoon salt,salt,1,teaspoon,,
Juice of 1 lemon,lemon,1,,,Juice of
1/4 cup peas,peas,0.25,cup,,
"1/2 cup bamboo-shoot strips, blanched in boiling water",bamboo-shoot strip,0.5,cup,blanched in boiling water,
3 tablespoons sugar,sugar,3,tablespoon,,
"1/2 onion, cut into 1/4-inch slices",onion,0.5,,cut into 0.25-inch slice,
"1 13 1/2-ounce can unsweetened coconut milk, shaken well",unsweetened coconut milk,1 13.5,can ounce,,shaken well
Roots and stems from 1/2 bunch fresh coriander,fresh coriander,0.5,bunch,,"Roots and stems from, "
1 teaspoon turmeric powder,turmeric powder,1,teaspoon,,
4 tablespoons corn oil,corn oil,4,tablespoon,,
"1/4 cup cooked carrots, cut into 1/4-inch cubes",carrots,0.25,cup,"cooked, cut into 0.25-inch cubes",
"5 red Serrano chilies, trimmed",red Serrano chilies,5,,trimmed,
"6 cloves garlic, peeled and sliced",garlic,6,clove,peeled and sliced,
"4 shallots (walnut-size) or 1 medium onion, peeled and sliced",shallots,4,,peeled and sliced,(walnut-size) or 1 medium onion
"5 stalks fresh lemon grass, trimmed and sliced",fresh lemon grass,5,stalk,trimmed and sliced,
"5 candle nuts soaked in water for 10 minutes, or skinless almonds",candle nuts,5,,,"soaked in water for 10 minutes, or skinless almonds"
1 pound boneless chicken breast or thighs,boneless chicken breast or thighs,1,pound,,
4 dried Chinese black mushrooms,dried Chinese black mushrooms,4,,,
2 tablespoons light brown sugar,light brown sugar,2,tablespoon,,
1 tablespoon soy sauce,soy sauce,1,tablespoon,,
"30 to 35 bamboo skewers, covered with cold water and soaked for 20 minutes",bamboo skewers,30-35,,covered with cold water and soaked for 20 minutes,
2 teaspoons hot chili paste,hot chili paste,2,teaspoon,,
"4 stalks lemon grass, sliced fine",lemon grass,4,stalk,sliced fine,
2 tablespoons soy sauce,soy sauce,2,tablespoon,,
"10 shallots, peeled and trimmed",shallots,10,,peeled and trimmed,
2 tablespoons tamarind juice or pineapple juice,tamarind juice or pineapple juice,2,tablespoon,,
"1 cup coconut milk (or canned, unsweetened milk)",coconut milk,1,cup,,"(or canned, unsweetened milk)"
1/2 cup crunchy peanut butter,crunchy peanut butter,0.5,cup,,
"2 stalks lemon grass, trimmed",lemon grass,2,stalk,trimmed,
"8 cloves garlic, peeled",garlic,8,clove,peeled,
"10 shallots, peeled and trimmed",shallots,10,,peeled and trimmed,
2 tablespoons light brown sugar,light brown sugar,2,tablespoon,,
"1/8 ounce fresh ginger (about 1 tablespoon), sliced paper thin",fresh ginger,0.125 1,ounce tablespoon,sliced paper thin,(about)
1 tablespoon chopped parsley,parsley,1,tablespoon,chopped,
1 pound boneless pork loin,boneless pork loin,1,pound,,
2 tablespoons coriander seeds or 2 tablespoons ground coriander,coriander seeds,2,tablespoon,,or 2 tablespoon ground coriander
1/4 thumb-sized piece turmeric or 1/2 teaspoon turmeric powder,turmeric,0.25,,,thumb-sized piece or 0.5 teaspoon turmeric powder
1 small knob fresh ginger,fresh ginger,1,small knob,,
2 cloves garlic,garlic,2,clove,,
2 teaspoons ground cumin,ground cumin,2,teaspoon,,
1 tablespoon fresh lemon juice,fresh lemon juice,1,tablespoon,,
Grated zest of 2 lemons,lemons,2,,Grated Zest,of 
"1 Thai chili or other very small hot chili, very thinly sliced",Thai chili,1,,very thinly sliced,or other very small hot chili
"1 rib celery, diced",celery,1,rib,diced,
5 teaspoons grape-seed oil,grape-seed oil,5,teaspoon,,
"2 medium onions, diced",onions,2,medium,diced,
"2 pounds (3 large) sweet potatoes, peeled",sweet potatoes,2 3,pound large,peeled,()
1 5- to 6-pound duck (see note),duck,1 5-6,pound,,(see note)
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
Freshly ground white pepper to taste,Freshly ground white pepper,,,,to taste
Kosher salt to taste,kosher salt,,,,to taste
1 cup simmering chicken stock,chicken stock,1,cup,,simmering
1/2 teaspoon flour,flour,0.5,teaspoon,,
"2 large eggs, separated",eggs,2,large,separated,
"1 cup thinly sliced scallions, white and green parts",scallions,1,cup,thinly sliced,white and green parts
2 tablespoons lemon juice,lemon juice,2,tablespoon,,
1 1/4 cups shredded romaine lettuce,romaine lettuce,1.25,cup,shredded ,
1/4 cup or more chopped dill leaves,dill leaves,0.25,cup,,or more chopped
12 cups chicken stock,chicken stock,12,cup,,
1 chicken (3 1/2 pounds),chicken,1 3.5,pound,,()
Kosher salt and freshly ground white pepper,kosher salt and white freshly ground pepper,,,,
3/4 cup avgolemono,avgolemono,0.75,cup,,
10 whole peppercorns,whole peppercorns,10,,,
Stems from 1 bunch dill,dill,1,bunch,,Stems from
"1 head garlic, sliced in half",garlic,1,head,sliced in half,
Stems from half a bunch parsley,parsley,half,bunch,,Stems from a
2 bay leaves,bay leaves,2,,,
"1 cup seltzer, or as needed",seltzer,1,cup,,or as needed
"1 1/2 cups blanched, sliced almonds",almonds,1.5,cup,"blanched, sliced",
1 cup (8 ounces) tarama (carp roe caviar),tarama,1 8,cup ounce,,() (carp roe caviar)
1 1/4 cups lemon juice,lemon juice,1.25,cup,,
"1/2 yellow onion, coarsely chopped",yellow onion,0.5,,coarsely chopped,
"1 1/3 pounds (about 2) Idaho potatoes, boiled, peeled, cooled and chopped",Idaho potatoes,1.333 2,pound,"boiled, peeled, cooled and chopped",(about)
1/2 cup olive oil,olive oil,0.5,cup,,
2 tablespoons fresh cilantro,fresh cilantro,2,tablespoon,,
4 cups corn oil,corn oil,4,cup,,
1 teaspoon brown sugar,brown sugar,1,teaspoon,,
1 tablespoon lime juice,lime juice,1,tablespoon,,
1 tablespoon fresh or frozen ginger,ginger,1,tablespoon,,fresh or frozen
1/2 jalapeno,jalapeno,0.5,,,
1 tablespoon canola oil,canola oil,1,tablespoon,,
2 mangoes,mangoes,2,,,
1/4 fresh pineapple,fresh pineapple,0.25,,,
1 egg white,egg white,1,,,
"4 soft-shell crabs, cleaned",soft-shell crabs,4,,cleaned,
1/4 cup cornmeal,cornmeal,0.25,cup,,
1 15-ounce can no-salt-added black beans,no-salt-added black beans,1 15,can ounce,,
1 cup dry red wine,dry red wine,1,cup,,
2 cups milk,milk,2,cup,,
Whipped cream (optional),Whipped cream,,,,(optional)
6 sprigs fresh mint for garnish,fresh mint,6,sprig,, for garnish
1/2 cup dark rum,dark rum,0.5,cup,,
4 cups dried whole wheat bread in 1/2-inch cubes,dried whole wheat bread,4,cup,,in 0.5-inch cubes
Pinch of salt,salt,,pinch,,of
"5 large eggs, beaten",eggs,5,large,beaten,
1 teaspoon vanilla extract,vanilla extract,1,teaspoon,,
2 1/2 teaspoons nutmeg,nutmeg,2.5,teaspoon,,
Juice of 1/2 lemon,lemon,0.5,,,Juice of
1 cup sugar,sugar,1,cup,,
2 1/2 teaspoons cinnamon,cinnamon,2.5,teaspoon,,
"3 large, ripe but firm Comice pears, peeled, cored and sliced",ripe but firm Comice pears,3,large,"peeled, cored and sliced",
1/4 cup milk,milk,0.25,cup,,
Freshly ground pepper to taste,Freshly ground pepper,,,,to taste
2/3 cup dry white wine,dry white wine,0.667,cup,,
"36 small mussels, scrubbed",mussels,36,small,scrubbed,
"1 pound monkfish, diced",monkfish,1,pound,diced,
"1 cup diced, peeled parsnips",parsnips,1,cup,"diced, peeled",
1 1/3 cups diced onion,onion,1.333,cup,diced,
2/3 cup diced carrot,carrot,0.667,cup,diced,
2/3 cup diced celery,celery,0.667,cup,diced,
1/2 cup slivered dried apricots,dried apricots,0.5,cup,slivered,
"1/4 teaspoon salt, and more to taste",salt,0.25,teaspoon,,and more to taste
8 tablespoons cold unsalted butter,unsalted butter,8,tablespoon,cold,
2 1/2 tablespoons cold water,water,2.5,tablespoon,cold,
1/3 cup stone ground cornmeal,stone ground cornmeal,0.333,cup,,
3/4 cup flour,flour,0.75,cup,,
"4 ounces imported pecorino romano, freshly grated",pecorino romano,4,ounce,freshly grated,imported
"1/2 teaspoon crushed red pepper flakes, or to taste",red pepper flakes,0.5,teaspoon,crushed,or to taste
"1 pound Swiss chard, rinsed and roughly chopped",Swiss chard,1,pound,rinsed and roughly chopped,
"4 large cloves garlic, sliced thin",garlic,4,large clove,sliced thin,
Salt and freshly ground black pepper to taste,Salt and freshly ground black pepper,,,,to taste
4 tablespoons olive oil,olive oil,4,tablespoon,,
1 cup diced onion,onion,1,cup,diced,
"1 head cauliflower, cored and separated into very small flowerets",cauliflower,1,head,cored and separated into very small flowerets,
Salt to taste,Salt,,,,to taste
1 pound penne,penne,1,pound,,
"1 pound celery root, peeled and diced (rutabaga can be used)",celery root,1,pound,peeled and diced ,(rutabaga can be used)
1 head garlic,garlic,1,head,,
1 teaspoon extra-virgin olive oil,extra-virgin olive oil,1,teaspoon,,
"1 pound golden potatoes, peeled and diced",golden potatoes,1,pound,peeled and diced,
Salt and freshly ground black pepper to taste,Salt and freshly ground black pepper,,,,to taste
1/2 cup half-and-half,half-and-half,0.5,cup,,
2 tablespoons flour,flour,2,tablespoon,,
1 tablespoon unsalted butter,unsalted butter,1,tablespoon,,
4 cups chicken stock,chicken stock,4,cup,,
"1 bouquet garni (parsley sprig, bay leaf, sprig thyme, 5 peppercorns wrapped in cheesecloth)",bouquet garni,1,,,"(parsley sprig, bay leaf, sprig thyme, 5 peppercorns wrapped in cheesecloth)"
1 teaspoon minced garlic,garlic,1,teaspoon,minced,
1 teaspoon nutmeg,nutmeg,1,teaspoon,,
"1 large onion, peeled and diced",onion,1,large,peeled and diced,
1/2 teaspoon white pepper,white pepper,0.5,teaspoon,,
2 tablespoons olive oil or unsalted butter,olive oil or unsalted butter,2,tablespoon,,
"2 whole long or round dried hot red chili peppers, or 1/2 to 1 1/2 teaspoons dried red pepper flakes, to taste",red chili peppers,2,,,"2 whole long or round dried hot, or 0.5-1.5 teaspoon dried red pepper flakes, to taste"
5 to 6 cups water,water,5-6,cup,,
8 whole cloves,whole cloves,8,,,
"1 1-inch piece fresh ginger, peeled and crushed or chopped very fine",fresh ginger,1 1,piece inch,peeled and crushed or chopped very fine,
1 whole 3-pound chicken,whole chicken,1 3,pound,,
1/2 teaspoon caraway seed,caraway seed,0.5,teaspoon,,
1/3 teaspoon celery seed,celery seed,0.333,teaspoon,,
3 tablespoons red wine vinegar,red wine vinegar,3,tablespoon,,
1/2 cup fruity extra-virgin olive oil,fruity extra-virgin olive oil,0.5,cup,,
1 tablespoon finely chopped fresh dill,fresh dill,1,tablespoon,finely chopped ,
1 tablespoon finely chopped fresh mint,fresh mint,1,tablespoon,finely chopped ,
1 teaspoon dried oregano,dried oregano,1,teaspoon,,
"1 pint ripe cherry tomatoes, hulled and halved",ripe cherry tomatoes,1,pint,hulled and halved,
"1 small green pepper, cored, seeded and sliced into thin strips",green pepper,1,small,"cored, seeded and sliced into thin strip",
"6 scallions, trimmed and chopped",scallions,6,,trimmed and chopped,
"1 small red onion, sliced paper-thin and separated into rings",red onion,1,small,sliced paper-thin and separated into rings,
"8 medium-sized radishes, sliced",radishes,8,medium-sized,sliced,
"4 cups romaine lettuce, rinsed, dried and torn into small pieces",romaine lettuce,4,cup,"rinsed, dried and torn into small piece",
"1 garlic clove, halved",garlic,1,clove,halved,
Kosher salt,kosher salt,,,,
"1/4 cup vegetable oil, or as needed",vegetable oil,0.25,cup,,or as needed
1/2 cup heavy cream,heavy cream,0.5,cup,,
3/4 cup chicken or beef broth,chicken or beef broth,0.75,cup,,
1/2 cup flour,flour,0.5,cup,,
1 pound lean ground beef,lean ground beef,1,pound,,
1 pound ground pork,ground pork,1,pound,,
1 tablespoon ground allspice,ground allspice,1,tablespoon,,
1/2 teaspoon ground white pepper,ground white pepper,0.5,teaspoon,,
1/4 teaspoon freshly ground black pepper,black pepper,0.25,teaspoon,freshly ground ,
2 teaspoons salt,salt,2,teaspoon,,
2 large eggs,eggs,2,large,,
3/4 cup finely minced onion,onion,0.75,cup,finely minced,
"1 1/2 cups loosely packed fresh parsley leaves, finely minced",fresh parsley leaves,1.5,cup,finely minced,loosely packed
"3/4 cup fresh mint leaves, larger stems removed, chopped",fresh mint leaves,0.75,cup,"larger stems removed, chopped",
"1 teaspoon fresh rosemary, minced",fresh rosemary,1,teaspoon,minced,
2 teaspoons kosher salt,kosher salt,2,teaspoon,,
3/4 cup whole milk,whole milk,0.75,cup,,
"3 slices white bread, crusts removed",white bread,3,slice,crusts removed,
"6 ounces Valley Shepherd Califon Tomme, Cato Corner Dutch Farmstead or other mild and buttery Gouda-style cheese",cheese,6,ounce,,"Valley Shepherd Califon Tomme, Cato Corner Dutch Farmstead or other mild and buttery Gouda-style"
"3 1/3 cups honeydew, in 1 inch dice",honeydew,3.333,cup,in 1 inch dice,
"1 to 4 fresh red and green Thai chilies, stems removed and minced",fresh red and green Thai chilies,1-4,,stems removed and minced,
3/4 cup chopped peanuts,peanuts,0.75,cup,chopped,
"4 scallions, white part only, julienned",scallions,4,,julienned,white part only
Kosher salt and freshly ground black pepper to taste,Kosher salt and freshly ground black pepper,,,,to taste
"1 Vidalia onion, diced",Vidalia onion,1,,diced,
"2 yellow sweet peppers, diced",yellow sweet peppers,2,,diced,
"1 cup fresh coriander leaves, chopped",fresh coriander leaves,1,cup,chopped,
"2 cucumbers, peeled, seeded and cut in 1/4-inch dice",cucumbers,2,,"peeled, seeded and cut in 0.25-inch dice",
1 1/2 cups Crenshaw or Juan Canary melon in 1-inch dice,Crenshaw or Juan Canary melon,1.5,cup,in 1-inch dice,
2 cups clear chicken stock,clear chicken stock,2,cup,,
1 packet unflavored gelatin,unflavored gelatin,1,packet,,
2 tablespoons lemon juice,lemon juice,2,tablespoon,,
"3 cups scooped-out pieces of Crenshaw or Juan Canary melon, to make 2 cups juice",Crenshaw or Juan Canary melon,3,cup,,"scooped-out piece of, to make 2 cup juice"
"1/2 Crenshaw, sliced into 16 crescents, rinds removed",Crenshaw,0.5,,"sliced into 16 crescents, rinds removed",
8 edible blossoms,edible blossoms,8,,,
"1/2 honeydew, sliced into 16 crescents, rinds removed",honeydew,0.5,,"sliced into 16 crescents, rinds removed",
4 cups honeydew chunks,honeydew,4,cup,,chunks
"1 vanilla bean, split in half",vanilla bean,1,,,split in half
1/4 cup thyme honey,thyme honey,0.25,cup,,
1 cup yogurt,yogurt,1,cup,,
"1/2 cantaloupe, sliced into 16 crescents, rinds removed",cantaloupe,0.5,,"sliced into 16 crescents, rinds removed",
1 1/2 cups sugar,sugar,1.5,cup,,
2 cups raspberries,raspberries,2,cup,,
7 1/2 cups fresh whole milk,fresh whole milk,7.5,cup,, 
1/2 cup heavy cream,heavy cream,0.5,cup,,
"2 cups blueberries, washed and sorted",blueberries,2,cup,washed and sorted,
1/8 teaspoon almond extract,almond extract,0.125,teaspoon,,
"4 teaspoons fresh coriander, minced, plus a few sprigs left whole for garnish",fresh coriander,4,teaspoon,minced,plus a few sprig left whole for garnish
4 cups Juan Canary melon chunks,Juan Canary melon chunks,4,cup,,
1/2 cup sugar,sugar,0.5,cup,,
2 teaspoons coriander seeds,coriander seeds,2,teaspoon,,
Freshly ground black pepper to taste,black pepper,,,freshly ground ,to taste
1/2 cup hazelnut pieces,hazelnut,0.5,cup,,piece
"4 cups honeydew chunks, or enough to make 2 cups strained puree",honeydew chunks,4,cup,,or enough to make 2 cup strained puree
1 teaspoon kosher salt,kosher salt,1,teaspoon,,
3 tablespoons lime juice,lime juice,3,tablespoon,,
Zest from 1 lime,lime,1,,,Zest from
"2 teaspoons finely chopped fresh rosemary leaves, or 1 teaspoon dried",fresh rosemary leaves,2,teaspoon,finely chopped ,or 1 teaspoon dried
"1 bulb fennel, quartered lengthwise and sliced crosswise into 1/8-inch slices",fennel,1,bulb,quartered lengthwise and sliced crosswise into 0.125-inch slice,
4 tablespoons Parmesan or Gruyère cheese,Parmesan or Gruyère cheese,4,tablespoon,,
2 tablespoons finely chopped parsley,parsley,2,tablespoon,finely chopped,
2 tablespoons olive oil,olive oil,2,tablespoon,,
"1/2 cup white onions, sliced thin",white onions,0.5,cup,sliced thin,
1 tablespoon finely chopped garlic,garlic,1,tablespoon,finely chopped,
"4 medium-size zucchini, about 1 1/4 pounds total",zucchini,4 1.25,medium-size pound,,about total
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
4 tablespoons dry red wine,dry red wine,4,tablespoon,,
"1/2 cup chicken broth, fresh or canned",chicken broth,0.5,cup,,fresh or canned
1 tablespoon butter,butter,1,tablespoon,,
Salt and pepper to taste,Salt and pepper,,,,to taste
"4 sprigs fresh thyme, or 4 pinches dried",fresh thyme,4,sprig,,or 4 pinch dried
4 small bay leaves,bay leaves,4,small,,
4 small peeled garlic cloves,garlic,4,small,peeled clove,
"4 small white onions, peeled",white onions,4,small,peeled,
"4 small red potatoes, peeled",red potatoes,4,small,peeled,
"4 squabs, oven-ready and trussed, about 3/4 pound each (see note)",squabs,4 0.75,pound,oven-ready and trussed,about each (see note)
1 tablespoon olive oil,olive oil,1,tablespoon,,
"1/2 cup, plus 2 tablespoons, hazelnut oil",hazelnut oil,0.5,cup,,plus 2 tablespoon
"1/4 pound thinly sliced prosciutto, fat removed, cut crosswise in 1/4-inch ribbons",prosciutto,0.25,pound,"thinly sliced, fat removed, cut crosswise in 0.25-inch ribbons",
2 tart green apples,tart green apples,2,,,
"1 head frisee lettuce, washed and chopped",frisee lettuce,1,head,washed and chopped,
"1 cup cantaloupe, julienned",cantaloupe,1,cup,julienned,
"1 cup honeydew, julienned",honeydew,1,cup,julienned,
"1 cup Crenshaw, julienned",Crenshaw,1,cup,julienned,
"2 bunches (4 cups) mizuna or baby Chinese mustard greens, washed and chopped",mizuna,2 4,bunch cup,washed and chopped,() or baby Chinese mustard greens
1 tablespoon ground cumin,ground cumin,1,tablespoon,,
1 teaspoon minced garlic,garlic,1,teaspoon,minced,
2 tablespoons extra virgin olive oil,extra virgin olive oil,2,tablespoon,,
2 tablespoons freshly squeezed orange juice,orange juice,2,tablespoon,freshly squeezed,
2 tablespoons honey,honey,2,tablespoon,,
Salt and pepper to taste,Salt and pepper,,,,to taste
1 tablespoon soy sauce,soy sauce,1,tablespoon,,
"8 quail, patted dry and left whole",quail,8,,patted dry and left whole,
"1/2 cup not-too-dry white wine, stock or water","white wine, stock or water",0.5,cup,,not-too-dry
"Lime wedges, optional",lime wedges,,,,optional
6 tablespoons butter,butter,6,tablespoon,,
"8 quail, patted dry and left whole",quail,8,,patted dry and left whole,
"1 pound carrots, trimmed and cut into bite-size pieces (or use baby carrots)",carrots,1,pound,trimmed and cut into bite-size piece ,(or use baby carrots)
"Chopped fresh cilantro, mint or Thai basil leaves (or a combination), optional",fresh cilantro,,,chopped,"or mint or Thai basil leaves (or a combination), optional"
1/2 cup nam pla or soy sauce,nam pla or soy sauce,0.5,cup,,
"4 tablespoons neutral oil, like grapeseed or corn",neutral oil,4,tablespoon,,like grapeseed or corn
1 tablespoon or more freshly ground black pepper,black pepper,1,tablespoon,freshly ground , or more
1/4 cup lime juice or rice vinegar,lime juice or rice vinegar,0.25,cup,,
8 quail,quail,8,,,
"1 medium onion, chopped",onion,1,medium,chopped,
1 tablespoon minced ginger,ginger,1,tablespoon,minced,
2 tablespoons minced garlic,garlic,2,tablespoon,minced,
2 tablespoons minced garlic,garlic,2,tablespoon,minced,
"20 fresh sage leaves, roughly chopped",fresh sage leaves,20,,roughly chopped,
3 tablespoons olive oil,olive oil,3,tablespoon,,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
1/4 teaspoon ground cumin,ground cumin,0.25,teaspoon,,
Salt to taste,Salt,,,,to taste
White pepper to taste,White pepper,,,,to taste
8 quail,quail,8,,,
2 tablespoons butter,butter,2,tablespoon,,
1/4 cup finely chopped onions,onions,0.25,cup,finely chopped,
"1 cup converted rice (parboiled, like Uncle Ben’s)",converted rice,1,cup,parboiled,(like Uncle Ben’s)
1 1/2 cups fresh or canned chicken broth,chicken broth,1.5,cup,,fresh or canned
1/4 cup golden raisins,golden raisins,0.25,cup,,
1 teaspoon grated lemon zest,lemon zest,1,teaspoon,grated,
1 bay leaf,bay leaf,1,,,
1/2 teaspoon stem saffron,saffron,0.5,teaspoon,,stem
1/4 teaspoon Tabasco,Tabasco,0.25,teaspoon,,
Salt and freshly ground pepper,Salt and freshly ground pepper,,,,
1 cucumber,cucumber,1,,,
1 cup plain yogurt,plain yogurt,1,cup,,
1 teaspoon or more finely chopped fresh green chili pepper,fresh green chili pepper,1,teaspoon,finely chopped,or more
4 tablespoons coarsely chopped coriander,coriander,4,tablespoon,coarsely chopped,
"4 skinless boneless chicken breast halves, about 1 1/4 pounds total",skinless boneless chicken breast halves,4 1.25,pound,,about total
Salt and freshly ground pepper,Salt and freshly ground pepper,,,,
1 bay leaf,bay leaf,1,,,
"3/4 cup chicken broth, fresh or canned",chicken broth,0.75,cup,,fresh or canned
1/2 cup canned crushed tomatoes,canned crushed tomatoes,0.5,cup,,
1/2 cup finely chopped celery,celery,0.5,cup,finely chopped,
2 tablespoons curry powder,curry powder,2,tablespoon,,
"1 apple, cored and finely cubed, about 1 cup",apple,1 1,cup,cored and finely cubed,about
2 teaspoons chopped garlic,garlic,2,teaspoon,chopped,
2 teaspoons kosher salt,kosher salt,2,teaspoon,,
1/2 cup chopped onions,onions,0.5,cup,chopped,
3 tablespoons butter,butter,3,tablespoon,,
1/2 teaspoon cinnamon,cinnamon,0.5,teaspoon,,
1/4 teaspoon allspice,allspice,0.25,teaspoon,,
1/4 teaspoon ground ginger,ground ginger,0.25,teaspoon,,
1/2 teaspoon salt,salt,0.5,teaspoon,,
