input,name,quantity,unit,preparation,comment
¼ teaspoon red cayenne pepper,red cayenne pepper,0.25,teaspoon,,
5 Tbsp fresh lime juice,fresh lime juice,5,tbsp,,
½ cup dried bread crumbs (3/4 cup if they’re the coarse-textured panko),dried bread crumbs,0.5,cup,,(0.75 cup if they’re the coarse-textured panko)
½ cup (125 ml) cranberry cocktail (no sugar added),cranberry cocktail,0.5 125,cup ml,,() (no sugar added)
½ teaspoons thyme leaves or ¼ teaspoon dried,thyme leaves,0.5,teaspoon,,or 0.25 teaspoon dried
½ cup crumbled sheep’s milk feta cheese,sheep’s milk feta cheese,0.5,cup,crumbled ,
2 large oranges,oranges,2,large,,
1 tablespoon reduced-fat margarine or light butter,reduced-fat margarine or light butter,1,tablespoon,,
2 (8-ounce) cans tomato sauce,tomato sauce,2 8,can ounce,,()
"1 small yellow onion, halved and sliced into thin half-rings",yellow onion,1,small,halved and sliced into thin half-rings,
"3 celery sticks, finely chopped",celery,3,stick,finely chopped,
"14 ounces young peas (shelled weight), or frozen petits pois, defrosted",young peas,14,ounce,,"(shelled weight) or frozen petits pois, defrosted"
2 cups pecans,pecans,2,cup,,
¼ tsp ground allspice 1 mL,ground allspice,0.25 1,tsp ml,,
"3 pounds (1 pound each) firm white fish fillets, such as scrod, halibut, bass, or weakfish",white fish fillets,3 1,pound pound,,"firm, (each), such as scrod, halibut, bass, or weakfish"
½ tsp ground cinnamon 2 mL,ground cinnamon,0.5 2,tsp mL,,
2/3 cup chicken broth,chicken broth,0.667,cup,,
½ cup brown miso-based yuzu miso sauce,brown miso-based yuzu miso sauce,0.5,cup,,
"1 lb (450g) mixed mushrooms, cleaned and coarsely chopped",mixed mushrooms,1 450,lb g,cleaned and coarsely chopped,()
2 large handfuls of baby spinach,baby spinach,2,large handful,,of 
Juice of ½ large lime,lime,0.5,large,,Juice of
"1 large tomato, broiled until soft",tomato,1,large,,broiled until soft
"2 pieces kielbasa sausage, each 6 inches long",kielbasa sausage,2,piece,,each 6 inch long
1 tsp ground cinnamon (5 mL),ground cinnamon,1 5,tsp mL,,()
6 cups boiling water,boiling water,6,cup,,
½ cup shredded sharp Cheddar,sharp Cheddar,0.5,cup,shredded ,
½ pound lean ground veal,lean ground veal,0.5,pound,,
"2 pounds boneless pork shoulder roast, rolled and tied",boneless pork shoulder roast,2,pound,rolled and tied,
"3 tablespoons dried currants, washed and drained",dried currants,3,tablespoon,washed and drained,
2/3 cup raspberry or strawberry preserves,raspberry or strawberry preserves,0.667,cup,,
"3½ to 4 quarts chicken broth, preferably homemade",chicken broth,3.5-4,quart,,preferably homemade
"4 ounces Swiss, Emmental, or other good melting cheese, shredded","Swiss, Emmental, or other good melting cheese",4,ounce,shredded,
4 to 5 tablespoons whole milk,whole milk,4-5,tablespoon,,
"1½ teaspoons usukuchi shoyu (light-colored soy sauce), preferably, or regular shoyu",usukuchi shoyu,1.5,teaspoon,,"(light-colored soy sauce) preferably, or regular shoyu"
3 ounces dried rice vermicelli (rice sticks; see Notes),dried rice vermicelli,3,ounce,,(rice sticks; see Notes)
¼ cup green cardamom pods,green cardamom pods,0.25,cup,,
"¼ pound boneless pork, cut against the grain into thin, 2-inch strips, or Chinese-style roast pork or roast duck",boneless pork,0.25,pound,"cut against the grain into thin, 2-inch strip",or Chinese-style roast pork or roast duck
"1 small fennel bulb, cut into small squares",fennel,1,small bulb,cut into small square,
"1 dried ancho or ñora chili, dust wiped off with a damp towel, stemmed, seeded, soaked for 30 minutes in hot water, and drained",dried ancho or ñora chili,1,,"dust wiped off with a damp towel, stemmed, seeded, soaked for 30 minutes in hot water, and drained",
4-pound fully trimmed brisket section (sometimes called the flat cut),brisket section,4,pound,fully trimmed,(sometimes called the flat cut)
"1½ lbs (750 g) fish bones, including head and tail",fish bones,1.5 750,lb g,,"(), including head and tail"
1¾ cups (175 g) ground pecans (about 6 ounces),ground pecans,1.75 6 175,cup ounce g,,(about) ()
"4 semi-boneless quail (see Headnote), wing tips trimmed, rinsed and patted dry",semi-boneless quail,4,,"wing tips trimmed, rinsed and patted dry",(see Headnote)
1½ teaspoon low sodium soy sauce,low sodium soy sauce,1.5,teaspoon,,
"12 large, ripe tomatoes, about 4 pounds total weight",ripe tomatoes,12 4,large pound,,about total weight
Pinch garlic powder,garlic powder,,pinch,,
2 cups corn kernels,corn kernels,2,cup,,
1 package (1/4 oz/7 g) quick-rising (instant) dry yeast,quick-rising dry yeast,1 0.25 7,package oz g,,(/) (instant)
500g/1lb 2oz or 2 large handfuls of stale good-quality bread,stale bread,500 1 2,g lb oz,,/ or 2 large handful of good-quality 
"1 fresh red chile, seeded and cut into thin strips, to garnish",fresh red chile,1,,seeded and cut into thin strip,to garnish
Chopped cilantro,cilantro,,,Chopped ,
"1/4 cup fresh parsley, chopped",fresh parsley,0.25,cup,chopped,
2 wheels Saint-Marcellin cheese (about 3 ounces each) at room temperature,Saint-Marcellin cheese,2 3,wheel ounce,at room temperature,(about each)
"1 pound frozen spinach, thawed and drained",frozen spinach,1,pound,thawed and drained,
"1–2 handfuls of fresh mint, leaves picked",fresh mint,1-2,handful,leaf picked,of
"½ cup chopped fresh basil, plus 4 leaves for garnish",fresh basil,0.5,cup,chopped,plus 4 leaf for garnish
1 tablespoon minced fresh chives,fresh chives,1,tablespoon,minced ,
1 sugar,sugar,1,,,
"7 oz (200g) baby spinach leaves, washed and dried",baby spinach leaves,7 200,oz g,washed and dried,()
"¼ cup shelled, unsalted peanuts, crushed or coarsely ground",unsalted peanuts,0.25,cup,"shelled, crushed or coarsely ground",
"8 oz (240g) bing cherries, pitted",bing cherries,8 240,oz g,pitted,()
"1 leek, washed well (be fastidious), cut into ¼-inch-thick rounds, and separated into rings",leek,1,,"washed well (be fastidious), cut into 0.25-inch-thick rounds, and separated into rings",
Heaped ½ cup barley or brown whole-grain barley,barley or brown whole-grain barley,0.5,heaped cup,,
Crusty bread,Crusty bread,,,,
"1 cup lentils, rinsed, drained, impurities removed",lentils,1,cup,"rinsed, drained, impurities removed",
½ cup (125 ml) sour cream or plain yogurt or buttermilk (approximate),sour cream,0.5 125,cup ml,,() or plain yogurt or buttermilk (approximate)
"2 skinless and boneless chicken breasts, cut into ½-inch cubes",skinless and boneless chicken breasts,2,,cut into 0.5-inch cube,
2 tbsp (25 ml) coarsely chopped fresh oregano leaves (or 2 tsp/10 ml dried),fresh oregano leaves,2 25,tbsp ml,coarsely chopped,()  (or 2 tsp/10 ml dried)
1 tablespoon ground coriander seeds,ground coriander seeds,1,tablespoon,,
"2 large carrots, peeled and halved",carrots,2,large,peeled and halved,
"3 cups (750 mL) pineapple chunks, fresh or canned (see Notes)",pineapple chunks,3 750,cup ml,,"(), fresh or canned (see Notes)"
"1 medium white or yellow onion, chopped fine",white or yellow onion,1,medium,chopped fine,
"¾ cup well-shaken, canned coconut milk",canned coconut milk,0.75,cup,well-shaken,
Chocolate 'palets' (optional),Chocolate 'palets',,,,(optional)
1 1-inch wedge fresh onion (about ¼ cup) onion,fresh onion,1 1 0.25,wedge inch cup,,(about) onion
¼ cup brown rice syrup,brown rice syrup,0.25,cup,,
Stems from a bunch of parsley,parsley,,bunch,,Stem from a of 
1½ cups half-and-half,half-and-half,1.5,cup,,
"1½ pounds heads, bones, and trimmings of any white fish (such as corvina, flounder, or sole)","heads, bones, and trimmings of any white fish ",1.5,pound,,"(such as corvina, flounder, or sole)"
2 tablespoons nam pla (Thai fish sauce),nam pla,2,tablespoon,,(Thai fish sauce)
1 teaspoon thyme leaves,thyme leaves,1,teaspoon,,
"1/2 cup (50 g) pecan halves, finely chopped",pecan halves,0.5 50,cup g,finely chopped,()
Pinch ground white pepper,ground white pepper,,pinch,,
"1 cup, plus 2 tablespoons olive oil",olive oil,1,cup,,plus 2 tablespoon
1/3 cup coriander seeds,coriander seeds,0.333,cup,,
½ cup Whipped Cream,Whipped Cream,0.5,cup,,
½ teaspoon hot red pepper flakes,hot red pepper flakes,0.5,teaspoon,,
½ teaspoon fresh lime or lemon juice,fresh lime or lemon juice,0.5,teaspoon,,
Large pinch of salt,salt,,large pinch,,of
1 tablespoon peanut or vegetable oil,peanut or vegetable oil,1,tablespoon,,
"3 large fennel bulbs (3½ to 4 pounds), trimmed and cut into 1-inch chunks",fennel,3 3.5-4,large bulb pound,trimmed and cut into 1-inch chunk,()
"1 tablespoon fresh, minced basil",fresh basil,1,tablespoon,minced,
½ teaspoon almond extract,almond extract,0.5,teaspoon,,
¾ teaspoons baking soda,baking soda,0.75,teaspoon,,
"5 green onions, white and green parts, cut into 2-inch diagonal lengths",green onions,5,,cut into 2-inch diagonal length,white and green parts
8 quail eggs,quail eggs,8,,,
Frank’s Hot Sauce or whatever hot sauce you like,Frank’s Hot Sauce,,,,or whatever hot sauce you like
1 cup (250 ml ) shredded Monterey Jack cheese,Monterey Jack cheese,1 250,cup ml,shredded ,()
Butter and sugar for the mold,Butter and sugar,,,,for the mold
"2 large onions, peeled, halved and cut into thin strips",onions,2,large,"peeled, halved and cut into thin strip",
"½ pound green beans, cut into 2-inch lengths",green beans,0.5,pound,cut into 2-inch length,
2 cups Avocado-Tomatillo Salsa (optional),Avocado-Tomatillo Salsa,2,cup,,(optional)
2 ounces straw mushrooms,straw mushrooms,2,ounce,,
6 anchovy fillets (optional),anchovy fillets,6,,,(optional)
1 tablespoon chopped fresh rosemary leaves,fresh rosemary leaves,1,tablespoon,chopped ,
10 medium-size fresh mint leaves,fresh mint leaves,10,medium-size,,
1 teaspoon Royal Baking Powder,Royal Baking Powder,1,teaspoon,,
¼ to ½ cup Tabasco sauce (depending on your tolerance for heat),Tabasco sauce,0.25-0.5,cup,,(depending on your tolerance for heat)
"4 tablespoons lemon juice, divided",lemon juice,4,tablespoon,divided,
8 carrots,carrots,8,,,
½ cup chopped fresh lemon thyme leaves (see Note),fresh lemon thyme leaves,0.5,cup,chopped ,(see Note)
3 cups chicken broth or beef broth,chicken broth or beef broth,3,cup,,
A handful of chopped walnuts,walnuts,,handful,chopped,A of
"4 fresh Roma tomatoes, halved",fresh Roma tomatoes,4,,halved,
1 teaspoon cayenne pepper,cayenne pepper,1,teaspoon,,
4 ounces (110 g) fresh dill,fresh dill,4 110,ounce g,,()
2 tablespoons fat-free plain yogurt,fat-free plain yogurt,2,tablespoon,,
1 tablespoon matcha (green tea powder),matcha,1,tablespoon,,(green tea powder)
"¼ cup pine nuts, toasted",pine nuts,0.25,cup,toasted,
"Pastry Cream (see following recipe), cooled to luke warm",Pastry Cream,,,cooled to luke warm,(see following recipe)
"4 stems fresh rosemary, each about 6 inches long",fresh rosemary,4,stem,,each about 6 inch long
8 tablespoons sugar,sugar,8,tablespoon,,
"About 10 pounds of beets, weighed after leaves and stems are removed",beets,10,pound,,"About of, weighed after leaf and stem are removed"
"½ teaspoon flaked sea salt, such as Maldon, or kosher salt, or more to taste",flaked sea salt,0.5,teaspoon,,"such as Maldon, or kosher salt, or more to taste"
1 gallon whole milk,whole milk,1,gallon,,
"4 large garlic cloves, peeled",garlic,4,large clove,peeled,
1 tablespoon margarine or butter,margarine or butter,1,tablespoon,,
6 stalks fresh thyme or ½ teaspoon dried thyme,fresh thyme,6,stalk,,or 0.5 teaspoon dried thyme
¼ pound crumbled Greek feta,Greek feta,0.25,pound,crumbled ,
¾ ounce vodka,vodka,0.75,ounce,,
2 cups Arborio rice,Arborio rice,2,cup,,
½ teaspoon fresh or dried rosemary,rosemary,0.5,teaspoon,,fresh or dried 
2 cups (18oz) Greek-style thick live plain yogurt,Greek-style thick live plain yogurt,2 18,cup oz,,()
"2 cups fresh fiddleheads, trimmed (500 mL)",fresh fiddleheads,2 500,cup mL,trimmed ,()
6 slices whole wheat bread,whole wheat bread,6,slice,,
3 tablespoons tahini,tahini,3,tablespoon,,
"8 button mushrooms, thinly sliced",button mushrooms,8,,thinly sliced,
About 2 cups coarse sea salt,coarse sea salt,2,cup,,About
"1 large yellow onion (about 8 ounces), coarsely chopped",yellow onion,1 8,large ounce,coarsely chopped,(about)
1 teaspoon oil,oil,1,teaspoon,,
"2 medium onions, thinly sliced",onions,2,medium,thinly sliced,
"Zest of 1 lemon, chopped",Zest of lemon,1,,chopped,
"2 ears corn, husks removed",corn,2,ear,husks removed,
1 cup (250 mL) chopped nuts,nuts,1 250,cup mL,chopped ,()
"2 onions, cut into eighths",onions,2,,cut into eighths,
"5-6 fresh figs, sliced",fresh figs,5-6,,sliced,
"2 small carrots, thinly sliced",carrots,2,small,thinly sliced,
3 tbsp minced cilantro leaves 45 mL,cilantro leaves,3 45,tbsp mL,minced,
3 tablespoons banana liqueur (or 1 teaspoon banana flavoring),banana liqueur,3,tablespoon,,(or 1 teaspoon banana flavoring)
"¾ cup to 1 cup (175 mL) lactose-free milk, fortified soy milk or chicken stock",lactose-free milk,0.75 1 175,cup cup ml,,"to (), fortified soy milk or chicken stock"
¼ cup (50 mL) sliced green onions,green onions,0.25 50,cup mL,sliced ,()
"2 egg whites, beaten",egg whites,2,,beaten,
"10 shiitake mushrooms, sliced",shiitake mushrooms,10,,sliced,
½ cup heavy or whipping (35%) cream 125 mL,heavy or whipping (35%) cream,0.5 125,cup mL,,
"½ pound daikon radish, peeled",daikon radish,0.5,pound,peeled,
6 cups of vegetable or chicken stock,vegetable or chicken stock,6,cup,,of 
1 quart fresh apple cider,fresh apple cider,1,quart,,
"4 whole scallions, the white parts cut into 1½-inch lengths crosswise, and the green parts into thin rings",whole scallions,4,,"the white parts cut into 1.5-inch length crosswise, and the green parts into thin rings",
3 cups whole wheat flour,whole wheat flour,3,cup,,
"5 28-ounce cans whole peeled tomatoes, with their juice",whole peeled tomatoes,5 28,can ounce,,with their juice
1/3 cup kirsch or brandy,kirsch or brandy,0.333,cup,,
"1 pound mozzarella cheese, sliced thin or shredded",mozzarella cheese,1,pound,sliced thin or shredded,
"½ medium sweet onion, coarsely chopped",sweet onion,0.5,medium,coarsely chopped,
"4 smallish neck fillets of lamb, prepared as above",smallish neck fillets of lamb,4,,prepared as above,
"1 1/3 cups risotto rice, preferably arborio or Vialone Nano",risotto rice,1.333,cup,,preferably arborio or Vialone Nano
"15 sprigs fresh dill, finely snipped, plus more for garnish",fresh dill,15,sprig,finely snipped,plus more for garnish
"5 small celery leaves from the tender, inner ribs, for garnish",celery leaves,5,small,,"from the tender inner rib, for garnish"
"2 eggs, boiled for 10 minutes, chilled, peeled, and chopped",eggs,2,,"boiled for 10 minutes, chilled, peeled, and chopped",
"¼ cup (65 ml) olive oil, divided",olive oil,0.25 65,cup ml,divided,()
½ cup unsalted butter 125 mL,unsalted butter,0.5 125,cup mL,,
2 handfuls of fresh Cilantro,fresh Cilantro,2,handful,,of 
1 tablespoon light rum or ½ teaspoon rum flavoring,light rum,1,tablespoon,,or 0.5 teaspoon rum flavoring
"10 cups water, or as needed",water,10,cup,,or as needed
"1¼ cups (300 ml) strong brewed coffee, cooled to room temperature (see Notes)",strong brewed coffee,1.25 300,cup ml,cooled to room temperature,() (see Notes)
Garlic cloves,Garlic,,clove,,
"1/4 cup tahini, homemade or store bought",tahini,0.25,cup,,homemade or store bought
½ cup pomegranate seeds,pomegranate seeds,0.5,cup,,
"½ pound mushrooms or mushroom stems, chopped coarse",mushrooms or mushroom stems,0.5,pound,chopped coarse,
14 cups vegetable stock or chicken stock,vegetable stock or chicken stock,14,cup,,
"1 slice of stale white bread, soaked in water and squeezed dry",stale white bread,1,slice,soaked in water and squeezed dry,of
1 cup packed brown sugar 250 mL,brown sugar,1 250,cup mL,,packed
2 teaspoons kosher or sea salt,kosher or sea salt,2,teaspoon,,
2 Maraschino Cherries or use store-bought,Maraschino Cherries,2,,,or use store-bought
"2 ounces baked ham, cut into ¼-inch dice",baked ham,2,ounce,cut into 0.25-inch dice,
3 tbsp ketchup,ketchup,3,tbsp,,
1 cup Basic Tomato Sauce or your favorite store-bought sauce,Basic Tomato Sauce,1,cup,,or your favorite store-bought sauce
1/2 cup gluten-free chocolate chips,gluten-free chocolate chips,0.5,cup,,
1 ½ teaspoons potato flour or 2 ¼ teaspoons cornstarch,potato flour,1.5,teaspoon,,or 2.25 teaspoon cornstarch
Boiled Lobster,Boiled Lobster,,,,
Seeds from 1 pomegranate (about 1 cup or 155g),Seeds,1 1 155,cup g,,from 1 pomegranate (about or)
¾ cup chopped fresh basil,fresh basil,0.75,cup,chopped ,
1 tbsp (15 mL) garlic powder,garlic powder,1 15,tbsp mL,,()
1 tablespoon (15 mL) lemon juice,lemon juice,1 15,tablespoon mL,,()
"1 tightly packed tablespoon fresh oregano leaves, torn",fresh oregano leaves,1,tablespoon,torn,tightly packed
1 tsp (5 mL) cumin seeds,cumin seeds,1 5,tsp mL,,()
"6 tablespoons pickling salt (see “Notes on Canning and Preserving,” below)",pickling salt,6,tablespoon,,(see “Notes on Canning and Preserving” below)
"5 oz unsalted cashew nuts or peanuts, toasted and roughly chopped",unsalted cashew nuts or peanuts,5,oz,toasted and roughly chopped,
Shaved asiago cheese,asiago cheese,,,Shaved ,
2 thick slices good quality Vermont or English cheddar cheese,Vermont or English cheddar cheese,2,thick slice,,good quality 
"½ teaspoon crushed dried red pepper flakes, or to taste",dried red pepper flakes,0.5,teaspoon,crushed,or to taste
3 cups chicken stock/broth (not instant),chicken stock/broth,3,cup,,(not instant)
"3 large onions, minced",onions,3,large,minced,
"8 oz / 220 g cream cheese, at room temperature",cream cheese,8 220,oz g,at room temperature,/
3 tablespoons light or dark brown sugar,light or dark brown sugar,3,tablespoon,,
"2 medium-size carrots, unpeeled, coarsely chopped",carrots,2,medium-size,"unpeeled, coarsely chopped",
"15-ounce can chickpeas, drained",chickpeas,15,can ounce,drained,
"Lightly sweetened whipped cream, for serving (optional)",Lightly sweetened whipped cream,,,,for serving (optional)
"1 or 2 bay leaves, broken into pieces",bay leaves,1-2,,broken into piece,
"1 strip lemon zest, ½ × 2 inches",lemon zest,1,strip,,0.5 × 2 inch
"6 large sea scallops, tendon removed",sea scallops,6,large,tendon removed,
"1 large yellow onion, coarsely chopped",yellow onion,1,large,coarsely chopped,
3 ripe Hass avocados (see Notes),ripe Hass avocados,3,,,(see Notes)
1 pound salmon fillet (use tail or belly),salmon fillet,1,pound,,(use tail or belly)
"One 1½-inch chunk fresh ginger, peeled",fresh ginger,1 1.5,chunk inch,peeled,
2 sprigs fresh oregano,fresh oregano,2,sprig,,
6 oz chicken liver pate,chicken liver pate,6,oz,,
"6 medium artichokes (about 2 pounds), trimmed, tough parts of leaves removed, cut into eighths, and choke scraped out",artichokes,6 2,medium pound,"trimmed, tough parts of leaf removed, cut into eighths, and choke scraped out",(about) 
1/3 cup fresh scallion greens chopped,fresh scallion greens,0.333,cup,chopped,
"1 pound shiitake mushrooms, cleaned, stems removed and discarded",shiitake mushrooms,1,pound,"cleaned, stem removed and discarded",
1½ tablespoons Thai chili paste or ½ teaspoon Tabasco sauce,Thai chili paste,1.5,tablespoon,,or 0.5 teaspoon Tabasco sauce
"¼, cup water",water,0.25,cup,,
"1 pound fava beans, shelled",fava beans,1,pound,shelled,
5 tablespoons all-purpose flour,all-purpose flour,5,tablespoon,,
2 large red or yellow bell peppers with thick flesh,red or yellow bell peppers,2,large,,with thick flesh
"1 pound pork belly, excess fat trimmed and scored",pork belly,1,pound,excess fat trimmed and scored,
2 teaspoons ground Kashmiri chiles; or ½ teaspoon cayenne (ground red pepper) mixed with 1½ teaspoons sweet paprika,ground Kashmiri chiles,2,teaspoon,,; or 0.5 teaspoon cayenne (ground red pepper) mixed with 1.5 teaspoon sweet paprika
"1 rabbit, about 3 pounds, cut up",rabbit,1 3,pound,cut up,about
¾ cup julienned peeled carrots 175 mL,peeled carrots,0.75 175,cup mL,julienned,
"1 leek, very thinly sliced",leek,1,,very thinly sliced,
¼ tsp (1 mL) fennel seeds (optional),fennel seeds,0.25 1,tsp mL,,(optional) ()
1 teaspoon lemon thyme leaves or 1 tablespoon chopped parsley,lemon thyme leaves,1,teaspoon,,or 1 tablespoon chopped parsley
1 tablespoon creme fraiche,creme fraiche,1,tablespoon,,
1½ cups com oil,com oil,1.5,cup,,
"½ jalapeno (cored and seeded if you prefer a milder flavor), finely chopped",jalapeno,0.5,,finely chopped,(cored and seeded if you prefer a milder flavor)
"2 green cayenne chiles, seeded and minced, or to taste",green cayenne chiles,2,,seeded and minced,or to taste
1 1/2 teaspoons ground cinnamon,ground cinnamon,1.5,teaspoon,,
"Boiling water, if needed",Boiling water,,,,if needed
2 cups heavy or whipping cream,heavy or whipping cream,2,cup,,
"2 large bay leaves, crumbled if dried, chopped if fresh, divided",bay leaves,2,large,"crumbled if dried, chopped if fresh, divided",
"1 to 2 canned chipotle chiles en adobo, stemmed and seeded",canned chipotle chiles en adobo,1-2,,stemmed and seeded,
1 pint good-quality coffee ice cream,coffee ice cream,1,pint,,good-quality 
"1 mango, cut into approx. ½-inch cubes",mango,1,,cut into approx. 0.5-inch cube,
1 tsp peeled and finely grated fresh ginger,fresh ginger,1,tsp,peeled and finely grated ,
2 tablespoons plus 2 teaspoons fresh lime juice,fresh lime juice,2,tablespoon,,plus 2 teaspoon 
"½ red onion, finely chopped",red onion,0.5,,finely chopped,
1¾ cups all-purpose flour (about 9 ounces),all-purpose flour,1.75,cup,,(about 9 ounce)
"1 small bunch tarragon, stems and leaves",tarragon,1,small bunch,,stem and leaf
"4 ribs celery, diced fine",celery,4,rib,diced fine,
"2 tablespoons confectioners’ sugar, plus more for dusting",confectioners’ sugar,2,tablespoon,,plus more for dusting
"Sugar, for sprinkling",Sugar,,,,for sprinkling
"1 cup canned chickpeas, drained rinsed",canned chickpeas,1,cup,drained rinsed,
24 large (3 ounces total) dried cranberry-red chipotle chiles (aka chiles moritas)—the softer the better,dried cranberry-red chipotle chiles,24 3,large ounce,,(total) (aka chiles moritas)—the softer the better
1 recipe Lemon–Cream Cheese Icing,Lemon–Cream Cheese Icing,1,recipe ,,
5 tablespoons (2½ ounces) butter,butter,5 2.5,tablespoon ounce,,()
"1 cup celery, cut into medium dice",celery,1,cup,cut into medium dice,
"1 large green bell pepper, chopped",green bell pepper,1,large,chopped,
"¼ cup confectioners sugar, sifted, for dusting",confectioners sugar,0.25,cup,sifted,for dusting
Salt and ground white pepper,Salt and ground white pepper,,,,
½ cup ground almonds,ground almonds,0.5,cup,,
½ cup matzo cake meal,matzo cake meal,0.5,cup,,
1 level teaspoon ground cinnamon,ground cinnamon,1,level teaspoon ,,
¼ cup shoyu (soy sauce),shoyu (soy sauce),0.25,cup,,
"4 pounds chicken wings, cut at joints, with bony wing tips reserved for stock or discarded, or 3 pounds chicken drumettes",chicken wings,4,pound,"cut at joints, with bony wing tips reserved for stock or discarded",or 3 pound chicken drumettes
"1/4 cup very warm water (120° to 130°) (To pre-hydrate the gum. Once you get the hang of using xanthan, however, you can just whisk it directly into liquids, so long as you sprinkle lightly and slowly.)",water,0.25,cup,very warm,"(120° to 130°) (To pre-hydrate the gum. Once you get the hang of using xanthan however, you can just whisk it directly into liquids, so long as you sprinkle lightly and slowly.)"
1 can (7½ oz [213 mL]) pizza sauce,pizza sauce,1 7.5 213,can oz mL,,([]) 
1/8 teaspoon freshly cracked black pepper,freshly cracked black pepper,0.125,teaspoon,,
"1 pound salt cod, preferably trimmings from Baccalà Marechiara soaked (see Note)",salt cod,1,pound,,preferably trimmings from Baccalà Marechiara soaked (see Note)
"2 bay leaves, torn up a bit",bay leaves,2,,torn up a bit,
"6 salmon fillets, each 1 inch (2.5 cm) thick",salmon fillets,6,,,each 1 inch (2.5 cm) thick
1 2/3 cups sugar (divided),sugar,1.667,cup,divided,()
"1 (2-inch / 5-cm) piece ginger, peeled and grated",ginger,1 2 5,piece inch cm,peeled and grated,(/)
1 teaspoon hot chile paste,hot chile paste,1,teaspoon,,
Extra virgin olive oil for brushing,Extra virgin olive oil,,,,for brushing
¼ cup finely chopped scallions (white part and 1 inch of the green),scallions,0.25,cup,finely chopped ,(white part and 1 inch of the green)
1 tbsp unsulfured molasses,unsulfured molasses,1,tbsp,,
6 oz (185 g) dried apricots,dried apricots,6 185,oz g,,(185 g)
3 tablespoons grated Cotija cheese,Cotija cheese,3,tablespoon,grated ,
"One 9-ounce package frozen artichoke hearts, thawed and squeezed of any excess moisture",frozen artichoke hearts,1 9,package ounce,thawed and squeezed of any excess moisture,
"1/4 teaspoon red pepper flakes, or to taste",red pepper flakes,0.25,teaspoon,,or to taste
1 cup coarse dried bread crumbs,dried bread crumbs,1,cup,,coarse 
3 tablespoons reduced-sodium chicken broth or water,reduced-sodium chicken broth or water,3,tablespoon,,
"2 large firm-sweet apples (about 1 pound total; see Notes), unpeeled and cut in half lengthwise",firm-sweet apples,2 1,large pound,unpeeled and cut in half lengthwise,(about total; see Notes)
Horseradish sauce,Horseradish sauce,,,,
½ cup freshly squeezed lemon juice (about 3 lemons),lemon juice,0.5,cup,freshly squeezed ,(about 3 lemons)
2 to 4 tablespoons water,water,2-4,tablespoon,,
½ cup good-quality sherry vinegar,sherry vinegar,0.5,cup,,good-quality 
"4 slices bacon or pepperoni, diced",bacon or pepperoni,4,slice,diced,
3 tbsp (45 mL) ketchup,ketchup,3 45,tbsp mL,,()
"2 avocados, pitted, peeled, and (at the last moment) diced",avocados,2,,"pitted, peeled, and (at the last moment) diced",
½ medium seedless watermelon (5 pounds),seedless watermelon,0.5 5,medium pound,,()
"1 butternut squash, peeled, cut in half, seeded, and cubed",butternut squash,1,,"peeled, cut in half, seeded, and cubed",
¼ cup Chinese rice wine or dry California sherry,Chinese rice wine,0.25,cup,,or dry California sherry
"3 large sweet potatoes, each cut into 4 chunks",sweet potatoes,3,large,each cut into 4 chunk,
2 cups half-and-half,half-and-half,2,cup,,
Mexican wedding cookies,Mexican wedding cookies,,,,
3 tablespoons grappa,grappa,3,tablespoon,,
"1 medium-hot dried red chile pepper, such as Spanish guindilla or guajillo, stem and seeds removed, in 2 pieces",medium-hot dried red chile pepper,1,,"stem and seeds removed, in 2 piece",such as Spanish guindilla or guajillo
1 bunch parsley,parsley,1,bunch,,
½ cup ricotta,ricotta,0.5,cup,,
6 oz (175g) thin Asian egg noodles,thin Asian egg noodles,6 175,oz g,,()
"3 stalks celery, diced",celery,3,stalk,diced,
"2 limes, cut into wedges",limes,2,,cut into wedge,
"1 chicken (4 pounds) or 4 pounds chicken parts, rinsed",chicken,1 4,pound,rinsed,() or 4 pounds chicken parts
8 oz (225g) raspberries,raspberries,8 225,oz g,,()
"One 2-ounce bag potato chips (the wackier the flavor, the better)",potato chips,1 2,bag ounce,,(the wackier the flavor the better)
"½ cup heavy cream, or more if needed",heavy cream,0.5,cup,,or more if needed
1 tbsp cornstarch,cornstarch,1,tbsp,,
½ cup coarsely chopped orange sections,orange sections,0.5,cup,coarsely chopped ,
1 cup light corn syrup,light corn syrup,1,cup,,
"1 head endive, halved lengthwise",endive,1,head,halved lengthwise,
½ cup (110 mL) vegetable oil,vegetable oil,0.5 110,cup mL,,()
1 cup Brown Rice Flour Blend (page 19) 250 mL,Brown Rice Flour Blend,1 250,cup mL,,(page 19) 
1 2/3 cup all purpose flour,all purpose flour,1.667,cup,,
8 cups chicken broth,chicken broth,8,cup,,
2 slices peeled galangal or fresh ginger,galangal or fresh ginger,2,slice,peeled ,
6 cups (1.42 L) water,water,6 1.42,cup L,,()
2 sticks (1 cup) organic unsalted butter,unsalted butter,2 1,stick cup,,() organic 
2 tablespoons arrowroot,arrowroot,2,tablespoon,,
1 cup extra virgin olive oil,extra virgin olive oil,1,cup,,
2 tablespoons/16 grams ground coriander,ground coriander,2 16,tablespoon gram,,/
"1 1/3 cups cold unsalted butter, cut into small pieces (325 mL)",unsalted butter,1.333 325,cup mL,"cold, cut into small piece",()
